date,temp_c,nao,sunspot,aod_global,month,month_sin,month_cos
1822-12,1.6,-0.73,0.0,0.0,12,-2.4492935982947064e-16,1.0
1823-01,-0.1,-3.39,0.0,0.0,1,0.49999999999999994,0.8660254037844387
1823-02,3.1,-3.39,0.0,0.0,2,0.8660254037844386,0.5000000000000001
1823-03,5.0,-3.39,0.9655172413793104,0.0,3,1.0,6.123233995736766e-17
1823-04,6.7,-3.39,0.0,0.0,4,0.8660254037844387,-0.49999999999999983
1823-05,12.2,4.65,0.0,0.0,5,0.49999999999999994,-0.8660254037844387
1823-06,12.3,-0.83,0.0,0.0,6,1.2246467991473532e-16,-1.0
1823-07,14.1,0.58,0.75,0.0,7,-0.4999999999999998,-0.8660254037844388
1823-08,14.4,2.9,0.0,0.0,8,-0.8660254037844384,-0.5000000000000004
1823-09,12.5,0.67,0.0,0.0,9,-1.0,-1.8369701987210297e-16
1823-10,8.4,-1.39,0.0,0.0,10,-0.8660254037844386,0.5000000000000001
1823-11,7.1,-0.76,0.0,0.0,11,-0.5000000000000004,0.8660254037844384
1823-12,4.8,-0.2,34.0,0.0,12,-2.4492935982947064e-16,1.0
1824-01,4.3,-0.16,36.0,0.0,1,0.49999999999999994,0.8660254037844387
1824-02,4.7,0.25,36.0,0.0,2,0.8660254037844386,0.5000000000000001
1824-03,4.6,-1.44,0.0,0.0,3,1.0,6.123233995736766e-17
1824-04,7.4,1.46,32.25,0.0,4,0.8660254037844387,-0.49999999999999983
1824-05,10.7,1.34,4.631578947368421,0.0,5,0.49999999999999994,-0.8660254037844387
1824-06,13.4,-3.94,0.0,0.0,6,1.2246467991473532e-16,-1.0
1824-07,16.0,-2.75,0.0,0.0,7,-0.4999999999999998,-0.8660254037844388
1824-08,15.1,-0.08,2.3333333333333335,0.0,8,-0.8660254037844384,-0.5000000000000004
1824-09,13.7,0.19,34.26315789473684,0.0,9,-1.0,-1.8369701987210297e-16
1824-10,9.5,0.19,42.0,0.0,10,-0.8660254037844386,0.5000000000000001
1824-11,7.2,-0.7,0.0,0.0,11,-0.5000000000000004,0.8660254037844384
1824-12,5.1,-0.01,1.4,0.0,12,-2.4492935982947064e-16,1.0
1825-01,3.8,-0.23,8.413793103448276,0.0,1,0.49999999999999994,0.8660254037844387
1825-02,3.9,0.21,25.875,0.0,2,0.8660254037844386,0.5000000000000001
1825-03,5.0,0.33,37.407407407407405,0.0,3,1.0,6.123233995736766e-17
1825-04,9.1,-0.28,6.24,0.0,4,0.8660254037844387,-0.49999999999999983
1825-05,11.6,0.13,25.76,0.0,5,0.49999999999999994,-0.8660254037844387
1825-06,14.1,0.41,25.642857142857142,0.0,6,1.2246467991473532e-16,-1.0
1825-07,17.2,-0.92,51.5,0.0,7,-0.4999999999999998,-0.8660254037844388
1825-08,16.3,1.43,42.766666666666666,0.0,8,-0.8660254037844384,-0.5000000000000004
1825-09,15.1,-0.95,26.153846153846153,0.0,9,-1.0,-1.8369701987210297e-16
1825-10,10.8,1.98,26.0,0.0,10,-0.8660254037844386,0.5000000000000001
1825-11,5.2,1.06,19.555555555555557,0.0,11,-0.5000000000000004,0.8660254037844384
1825-12,4.6,-1.31,36.73913043478261,0.0,12,-2.4492935982947064e-16,1.0
1826-01,0.4,-3.05,29.428571428571427,0.0,1,0.49999999999999994,0.8660254037844387
1826-02,6.4,4.87,30.24,0.0,2,0.8660254037844386,0.5000000000000001
1826-03,6.3,-0.97,61.32142857142857,0.0,3,1.0,6.123233995736766e-17
1826-04,8.8,1.78,39.96296296296296,0.0,4,0.8660254037844387,-0.49999999999999983
1826-05,11.2,-1.2,53.9,0.0,5,0.49999999999999994,-0.8660254037844387
1826-06,17.3,0.83,61.6551724137931,0.0,6,1.2246467991473532e-16,-1.0
1826-07,17.9,1.89,87.5,0.0,7,-0.4999999999999998,-0.8660254037844388
1826-08,17.6,2.72,66.03225806451613,0.0,8,-0.8660254037844384,-0.5000000000000004
1826-09,13.6,-0.76,31.566666666666666,0.0,9,-1.0,-1.8369701987210297e-16
1826-10,11.1,0.18,84.42857142857143,0.0,10,-0.8660254037844386,0.5000000000000001
1826-11,4.4,-2.41,65.81818181818181,0.0,11,-0.5000000000000004,0.8660254037844384
1826-12,5.8,-0.59,113.63157894736842,0.0,12,-2.4492935982947064e-16,1.0
1827-01,1.7,-0.45,57.69565217391305,0.0,1,0.49999999999999994,0.8660254037844387
1827-02,0.7,-3.72,79.0,0.0,2,0.8660254037844386,0.5000000000000001
1827-03,5.9,1.83,96.25,0.0,3,1.0,6.123233995736766e-17
1827-04,8.9,-0.83,76.66666666666667,0.0,4,0.8660254037844387,-0.49999999999999983
1827-05,11.9,1.2,93.76666666666667,0.0,5,0.49999999999999994,-0.8660254037844387
1827-06,14.2,-0.07,94.42307692307692,0.0,6,1.2246467991473532e-16,-1.0
1827-07,16.5,2.02,70.38709677419355,0.0,7,-0.4999999999999998,-0.8660254037844388
1827-08,14.8,-3.56,89.44827586206897,0.0,8,-0.8660254037844384,-0.5000000000000004
1827-09,13.7,-0.07,82.63333333333334,0.0,9,-1.0,-1.8369701987210297e-16
1827-10,11.4,-3.02,93.48148148148148,0.0,10,-0.8660254037844386,0.5000000000000001
1827-11,6.9,-1.42,80.35,0.0,11,-0.5000000000000004,0.8660254037844384
1827-12,6.9,2.7,76.84,0.0,12,-2.4492935982947064e-16,1.0
1828-01,5.1,1.27,88.0,0.0,1,0.49999999999999994,0.8660254037844387
1828-02,5.2,0.37,107.27272727272727,0.0,2,0.8660254037844386,0.5000000000000001
1828-03,6.6,-0.18,108.45833333333333,0.0,3,1.0,6.123233995736766e-17
1828-04,8.3,0.04,101.86206896551724,0.0,4,0.8660254037844387,-0.49999999999999983
1828-05,12.4,-1.59,148.59259259259258,0.0,5,0.49999999999999994,-0.8660254037844387
1828-06,15.4,-1.33,163.3846153846154,0.0,6,1.2246467991473532e-16,-1.0
1828-07,16.0,-4.4,90.35483870967742,0.0,7,-0.4999999999999998,-0.8660254037844388
1828-08,15.3,-2.54,127.3225806451613,0.0,8,-0.8660254037844384,-0.5000000000000004
1828-09,14.3,-2.78,83.93333333333334,0.0,9,-1.0,-1.8369701987210297e-16
1828-10,10.2,0.1,91.11538461538461,0.0,10,-0.8660254037844386,0.5000000000000001
1828-11,7.4,-2.57,94.95454545454545,0.0,11,-0.5000000000000004,0.8660254037844384
1828-12,7.4,3.04,78.13333333333334,0.0,12,-2.4492935982947064e-16,1.0
1829-01,0.3,-2.48,71.57142857142857,0.0,1,0.49999999999999994,0.8660254037844387
1829-02,4.3,0.32,82.3,0.0,2,0.8660254037844386,0.5000000000000001
1829-03,4.3,-2.54,120.61538461538461,0.0,3,1.0,6.123233995736766e-17
1829-04,6.7,0.12,158.41379310344828,0.0,4,0.8660254037844387,-0.49999999999999983
1829-05,12.5,1.8,112.34482758620689,0.0,5,0.49999999999999994,-0.8660254037844387
1829-06,14.9,-0.1,123.17857142857143,0.0,6,1.2246467991473532e-16,-1.0
1829-07,15.1,0.33,151.53571428571428,0.0,7,-0.4999999999999998,-0.8660254037844388
1829-08,14.3,0.77,129.2962962962963,0.0,8,-0.8660254037844384,-0.5000000000000004
1829-09,11.3,0.78,88.03846153846153,0.0,9,-1.0,-1.8369701987210297e-16
1829-10,8.3,0.71,95.34782608695652,0.0,10,-0.8660254037844386,0.5000000000000001
1829-11,4.5,-0.33,112.73684210526316,0.0,11,-0.5000000000000004,0.8660254037844384
1829-12,1.4,-0.43,94.0909090909091,0.0,12,-2.4492935982947064e-16,1.0
1830-01,-0.2,-2.33,87.0,0.0,1,0.49999999999999994,0.8660254037844387
1830-02,2.2,1.2,120.05555555555556,0.0,2,0.8660254037844386,0.5000000000000001
1830-03,7.7,3.58,140.95,0.0,3,1.0,6.123233995736766e-17
1830-04,8.9,3.08,177.30769230769232,0.0,4,0.8660254037844387,-0.49999999999999983
1830-05,12.0,-0.05,110.5,0.0,5,0.49999999999999994,-0.8660254037844387
1830-06,12.7,-0.85,108.44444444444444,0.0,6,1.2246467991473532e-16,-1.0
1830-07,16.2,3.19,73.15384615384616,0.0,7,-0.4999999999999998,-0.8660254037844388
1830-08,13.7,-0.35,84.6,0.0,8,-0.8660254037844384,-0.5000000000000004
1830-09,11.9,2.04,103.41666666666667,0.0,9,-1.0,-1.8369701987210297e-16
1830-10,10.4,2.04,140.6,0.0,10,-0.8660254037844386,0.5000000000000001
1830-11,6.9,2.19,135.42105263157896,0.0,11,-0.5000000000000004,0.8660254037844384
1830-12,1.8,-3.13,136.84615384615384,0.0,12,-2.4492935982947064e-16,1.0
1831-01,1.6,-2.91,79.04545454545455,0.0,1,0.49999999999999994,0.8660254037844387
1831-02,4.8,1.4,83.57142857142857,0.0,2,0.8660254037844386,0.5000000000000001
1831-03,7.2,1.48,155.76,0.0,3,1.0,6.123233995736766e-17
1831-04,9.2,-3.15,90.85185185185185,0.0,4,0.8660254037844387,-0.49999999999999983
1831-05,11.5,-2.47,63.38709677419355,0.0,5,0.49999999999999994,-0.8660254037844387
1831-06,15.4,-1.36,55.55555555555556,0.0,6,1.2246467991473532e-16,-1.0
1831-07,16.7,2.71,75.41379310344827,0.0,7,-0.4999999999999998,-0.8660254037844388
1831-08,16.9,-3.04,91.60714285714286,0.0,8,-0.8660254037844384,-0.5000000000000004
1831-09,13.7,-1.53,63.22727272727273,0.0,9,-1.0,-1.8369701987210297e-16
1831-10,12.7,0.85,77.08695652173913,0.0,10,-0.8660254037844386,0.5000000000000001
1831-11,5.6,0.26,72.53333333333333,0.0,11,-0.5000000000000004,0.8660254037844384
1831-12,5.8,0.36,48.266666666666666,0.0,12,-2.4492935982947064e-16,1.0
1832-01,3.1,-0.04,51.45454545454545,0.0,1,0.49999999999999994,0.8660254037844387
1832-02,3.4,0.83,92.6086956521739,0.0,2,0.8660254037844386,0.5000000000000001
1832-03,5.8,2.12,91.85714285714286,0.0,3,1.0,6.123233995736766e-17
1832-04,8.6,-1.51,44.81481481481482,0.0,4,0.8660254037844387,-0.49999999999999983
1832-05,10.9,-1.96,68.85714285714286,0.0,5,0.49999999999999994,-0.8660254037844387
1832-06,15.2,-3.62,44.54545454545455,0.0,6,1.2246467991473532e-16,-1.0
1832-07,15.9,-2.57,23.28,0.0,7,-0.4999999999999998,-0.8660254037844388
1832-08,15.4,0.92,14.774193548387096,0.0,8,-0.8660254037844384,-0.5000000000000004
1832-09,13.6,1.45,13.655172413793103,0.0,9,-1.0,-1.8369701987210297e-16
1832-10,10.7,2.25,35.2,0.0,10,-0.8660254037844386,0.5000000000000001
1832-11,5.9,0.62,23.833333333333332,0.0,11,-0.5000000000000004,0.8660254037844384
1832-12,5.2,3.32,45.8235294117647,0.0,12,-2.4492935982947064e-16,1.0
1833-01,1.2,-0.36,18.727272727272727,0.0,1,0.49999999999999994,0.8660254037844387
1833-02,5.6,2.52,24.904761904761905,0.0,2,0.8660254037844386,0.5000000000000001
1833-03,3.9,-2.89,19.57894736842105,0.0,3,1.0,6.123233995736766e-17
1833-04,7.7,2.02,4.62962962962963,0.0,4,0.8660254037844387,-0.49999999999999983
1833-05,15.1,0.69,21.464285714285715,0.0,5,0.49999999999999994,-0.8660254037844387
1833-06,14.6,-1.52,1.6666666666666667,0.0,6,1.2246467991473532e-16,-1.0
1833-07,15.8,0.13,11.592592592592593,0.0,7,-0.4999999999999998,-0.8660254037844388
1833-08,14.3,-1.74,9.5,0.0,8,-0.8660254037844384,-0.5000000000000004
1833-09,12.1,-0.93,19.3125,0.0,9,-1.0,-1.8369701987210297e-16
1833-10,10.1,-1.75,12.482758620689655,0.0,10,-0.8660254037844386,0.5000000000000001
1833-11,6.6,1.4,9.75,0.0,11,-0.5000000000000004,0.8660254037844384
1833-12,6.9,4.17,16.57894736842105,0.0,12,-2.4492935982947064e-16,1.0
1834-01,7.1,3.07,8.181818181818182,0.0,1,0.49999999999999994,0.8660254037844387
1834-02,5.6,2.66,30.1,0.0,2,0.8660254037844386,0.5000000000000001
1834-03,7.1,1.37,6.5,0.0,3,1.0,6.123233995736766e-17
1834-04,7.7,-2.38,2.4,0.0,4,0.8660254037844387,-0.49999999999999983
1834-05,13.0,-1.03,14.766666666666667,0.0,5,0.49999999999999994,-0.8660254037844387
1834-06,15.4,0.27,13.071428571428571,0.0,6,1.2246467991473532e-16,-1.0
1834-07,16.9,-0.73,14.409090909090908,0.0,7,-0.4999999999999998,-0.8660254037844388
1834-08,16.2,-0.86,6.620689655172414,0.0,8,-0.8660254037844384,-0.5000000000000004
1834-09,13.8,-0.62,19.19047619047619,0.0,9,-1.0,-1.8369701987210297e-16
1834-10,10.6,0.3,41.25,0.0,10,-0.8660254037844386,0.5000000000000001
1834-11,6.7,-2.28,50.93333333333333,0.0,11,-0.5000000000000004,0.8660254037844384
1834-12,5.6,0.11,57.46666666666667,0.0,12,-2.4492935982947064e-16,1.0
1835-01,2.9,0.37,12.363636363636363,0.0,1,0.49999999999999994,0.8660254037844387
1835-02,5.7,3.37,40.733333333333334,0.0,2,0.8660254037844386,0.5000000000000001
1835-03,5.8,1.54,32.666666666666664,0.0,3,1.0,6.123233995736766e-17
1835-04,8.6,-1.02,102.35714285714286,0.0,4,0.8660254037844387,-0.49999999999999983
1835-05,11.3,0.58,72.5909090909091,0.0,5,0.49999999999999994,-0.8660254037844387
1835-06,15.0,0.1,55.1764705882353,0.0,6,1.2246467991473532e-16,-1.0
1835-07,16.4,0.57,99.61538461538461,0.0,7,-0.4999999999999998,-0.8660254037844388
1835-08,16.9,2.35,98.5,0.0,8,-0.8660254037844384,-0.5000000000000004
1835-09,13.4,0.29,168.0,0.0,9,-1.0,-1.8369701987210297e-16
1835-10,8.9,-0.3,158.625,0.0,10,-0.8660254037844386,0.5000000000000001
1835-11,6.6,-1.31,166.66666666666666,0.0,11,-0.5000000000000004,0.8660254037844384
1835-12,3.1,-1.46,129.25,0.0,12,-2.4492935982947064e-16,1.0
1836-01,3.7,1.47,147.64705882352942,0.0,1,0.49999999999999994,0.8660254037844387
1836-02,3.5,0.06,179.35714285714286,0.0,2,0.8660254037844386,0.5000000000000001
1836-03,5.8,2.28,163.66666666666666,0.0,3,1.0,6.123233995736766e-17
1836-04,7.2,0.87,238.0,0.0,4,0.8660254037844387,-0.49999999999999983
1836-05,11.1,-1.5,185.69565217391303,0.0,5,0.49999999999999994,-0.8660254037844387
1836-06,15.3,2.95,207.93333333333334,0.0,6,1.2246467991473532e-16,-1.0
1836-07,15.4,4.33,194.6,0.0,7,-0.4999999999999998,-0.8660254037844388
1836-08,14.6,2.8,179.625,0.0,8,-0.8660254037844384,-0.5000000000000004
1836-09,11.7,-1.59,158.5,0.0,9,-1.0,-1.8369701987210297e-16
1836-10,8.6,-1.17,228.9090909090909,0.0,10,-0.8660254037844386,0.5000000000000001
1836-11,5.3,2.04,201.54545454545453,0.0,11,-0.5000000000000004,0.8660254037844384
1836-12,4.1,-1.41,343.75,0.0,12,-2.4492935982947064e-16,1.0
1837-01,2.7,-1.16,313.4,0.0,1,0.49999999999999994,0.8660254037844387
1837-02,4.7,4.67,292.61538461538464,0.0,2,0.8660254037844386,0.5000000000000001
1837-03,2.3,-3.08,224.33333333333334,0.0,3,1.0,6.123233995736766e-17
1837-04,4.7,-0.56,230.3,0.0,4,0.8660254037844387,-0.49999999999999983
1837-05,9.9,-1.02,186.06666666666666,0.0,5,0.49999999999999994,-0.8660254037844387
1837-06,15.5,-2.98,263.3888888888889,0.0,6,1.2246467991473532e-16,-1.0
1837-07,16.9,-2.4,271.22222222222223,0.0,7,-0.4999999999999998,-0.8660254037844388
1837-08,15.7,0.01,223.45454545454547,0.0,8,-0.8660254037844384,-0.5000000000000004
1837-09,12.5,0.17,160.3684210526316,0.0,9,-1.0,-1.8369701987210297e-16
1837-10,10.5,2.52,206.16666666666666,0.0,10,-0.8660254037844386,0.5000000000000001
1837-11,5.2,1.34,178.42857142857142,0.0,11,-0.5000000000000004,0.8660254037844384
1837-12,5.3,1.37,216.125,0.0,12,-2.4492935982947064e-16,1.0
1838-01,-1.5,-2.16,241.45454545454547,0.0,1,0.49999999999999994,0.8660254037844387
1838-02,0.4,-1.81,141.33333333333334,0.0,2,0.8660254037844386,0.5000000000000001
1838-03,4.9,1.23,234.5,0.0,3,1.0,6.123233995736766e-17
1838-04,6.1,-0.61,211.0625,0.0,4,0.8660254037844387,-0.49999999999999983
1838-05,10.5,-2.16,229.35,0.0,5,0.49999999999999994,-0.8660254037844387
1838-06,14.4,1.24,157.57894736842104,0.0,6,1.2246467991473532e-16,-1.0
1838-07,15.6,0.11,180.42857142857142,0.0,7,-0.4999999999999998,-0.8660254037844388
1838-08,15.1,1.16,131.26666666666668,0.0,8,-0.8660254037844384,-0.5000000000000004
1838-09,12.7,1.46,122.69565217391305,0.0,9,-1.0,-1.8369701987210297e-16
1838-10,9.8,0.59,151.5,0.0,10,-0.8660254037844386,0.5000000000000001
1838-11,4.6,-2.65,129.1875,0.0,11,-0.5000000000000004,0.8660254037844384
1838-12,4.0,2.55,132.92857142857142,0.0,12,-2.4492935982947064e-16,1.0
1839-01,2.8,1.24,175.93333333333334,0.0,1,0.49999999999999994,0.8660254037844387
1839-02,4.1,4.2,170.75,0.0,2,0.8660254037844386,0.5000000000000001
1839-03,4.2,0.79,129.46666666666667,0.0,3,1.0,6.123233995736766e-17
1839-04,6.4,1.4,102.92857142857143,0.0,4,0.8660254037844387,-0.49999999999999983
1839-05,10.2,-0.94,89.5909090909091,0.0,5,0.49999999999999994,-0.8660254037844387
1839-06,14.3,0.01,91.15,0.0,6,1.2246467991473532e-16,-1.0
1839-07,14.9,1.14,141.28,0.0,7,-0.4999999999999998,-0.8660254037844388
1839-08,14.6,0.04,218.76470588235293,0.0,8,-0.8660254037844384,-0.5000000000000004
1839-09,12.4,1.09,221.11111111111111,0.0,9,-1.0,-1.8369701987210297e-16
1839-10,9.3,-1.27,151.5,0.0,10,-0.8660254037844386,0.5000000000000001
1839-11,7.3,-2.89,114.72727272727273,0.0,11,-0.5000000000000004,0.8660254037844384
1839-12,3.7,-0.63,106.22222222222223,0.0,12,-2.4492935982947064e-16,1.0
1840-01,4.1,2.97,135.44444444444446,0.0,1,0.49999999999999994,0.8660254037844387
1840-02,3.6,-0.4,146.14285714285714,0.0,2,0.8660254037844386,0.5000000000000001
1840-03,3.8,-3.05,112.94444444444444,0.0,3,1.0,6.123233995736766e-17
1840-04,9.7,0.87,109.80952380952381,0.0,4,0.8660254037844387,-0.49999999999999983
1840-05,11.4,-0.58,115.36363636363636,0.0,5,0.49999999999999994,-0.8660254037844387
1840-06,14.1,-0.09,80.88888888888889,0.0,6,1.2246467991473532e-16,-1.0
1840-07,13.8,1.23,101.04347826086956,0.0,7,-0.4999999999999998,-0.8660254037844388
1840-08,15.9,0.05,96.41666666666667,0.0,8,-0.8660254037844384,-0.5000000000000004
1840-09,11.1,0.46,123.25,0.0,9,-1.0,-1.8369701987210297e-16
1840-10,7.5,-2.5,91.6842105263158,0.0,10,-0.8660254037844386,0.5000000000000001
1840-11,5.8,0.46,90.4,0.0,11,-0.5000000000000004,0.8660254037844384
1840-12,1.3,-2.43,89.5,0.0,12,-2.4492935982947064e-16,1.0
1841-01,1.1,-0.71,40.06666666666667,0.0,1,0.49999999999999994,0.8660254037844387
1841-02,2.4,-1.37,49.9,0.0,2,0.8660254037844386,0.5000000000000001
1841-03,7.5,2.41,49.59090909090909,0.0,3,1.0,6.123233995736766e-17
1841-04,7.8,1.97,66.92857142857143,0.0,4,0.8660254037844387,-0.49999999999999983
1841-05,12.7,1.65,112.44444444444444,0.0,5,0.49999999999999994,-0.8660254037844387
1841-06,12.9,-0.61,92.75,0.0,6,1.2246467991473532e-16,-1.0
1841-07,13.8,-0.62,51.370370370370374,0.0,7,-0.4999999999999998,-0.8660254037844388
1841-08,14.6,2.39,65.35714285714286,0.0,8,-0.8660254037844384,-0.5000000000000004
1841-09,13.4,-2.76,60.892857142857146,0.0,9,-1.0,-1.8369701987210297e-16
1841-10,8.7,-2.13,47.421052631578945,0.0,10,-0.8660254037844386,0.5000000000000001
1841-11,5.2,1.76,32.9,0.0,11,-0.5000000000000004,0.8660254037844384
1841-12,4.4,0.21,64.84210526315789,0.0,12,-2.4492935982947064e-16,1.0
1842-01,0.6,2.45,33.95,0.0,1,0.49999999999999994,0.8660254037844387
1842-02,4.2,4.26,36.81818181818182,0.0,2,0.8660254037844386,0.5000000000000001
1842-03,6.4,3.43,36.16,0.0,3,1.0,6.123233995736766e-17
1842-04,7.8,-0.44,44.93333333333333,0.0,4,0.8660254037844387,-0.49999999999999983
1842-05,11.4,-0.85,41.38709677419355,0.0,5,0.49999999999999994,-0.8660254037844387
1842-06,15.6,-4.3,34.166666666666664,0.0,6,1.2246467991473532e-16,-1.0
1842-07,14.5,-4.05,21.032258064516128,0.0,7,-0.4999999999999998,-0.8660254037844388
1842-08,17.1,1.03,44.41935483870968,0.0,8,-0.8660254037844384,-0.5000000000000004
1842-09,13.2,-3.8,30.607142857142858,0.0,9,-1.0,-1.8369701987210297e-16
1842-10,7.2,-3.73,63.47826086956522,0.0,10,-0.8660254037844386,0.5000000000000001
1842-11,5.5,-2.66,67.48,0.0,11,-0.5000000000000004,0.8660254037844384
1842-12,7.2,0.51,29.266666666666666,0.0,12,-2.4492935982947064e-16,1.0
1843-01,4.0,2.99,22.181818181818183,0.0,1,0.49999999999999994,0.8660254037844387
1843-02,1.9,-3.51,5.857142857142857,0.0,2,0.8660254037844386,0.5000000000000001
1843-03,5.6,-1.29,13.862068965517242,0.0,3,1.0,6.123233995736766e-17
1843-04,8.5,2.03,15.827586206896552,0.0,4,0.8660254037844387,-0.49999999999999983
1843-05,10.4,-0.49,35.13333333333333,0.0,5,0.49999999999999994,-0.8660254037844387
1843-06,12.8,-1.92,17.566666666666666,0.0,6,1.2246467991473532e-16,-1.0
1843-07,14.8,3.26,15.870967741935484,0.0,7,-0.4999999999999998,-0.8660254037844388
1843-08,15.3,3.99,19.580645161290324,0.0,8,-0.8660254037844384,-0.5000000000000004
1843-09,14.4,-0.58,6.933333333333334,0.0,9,-1.0,-1.8369701987210297e-16
1843-10,7.9,-1.9,8.870967741935484,0.0,10,-0.8660254037844386,0.5000000000000001
1843-11,5.7,0.87,31.74074074074074,0.0,11,-0.5000000000000004,0.8660254037844384
1843-12,7.4,3.13,21.1875,0.0,12,-2.4492935982947064e-16,1.0
1844-01,3.8,0.2,15.708333333333334,0.0,1,0.49999999999999994,0.8660254037844387
1844-02,1.6,0.11,24.545454545454547,0.0,2,0.8660254037844386,0.5000000000000001
1844-03,4.7,1.09,22.523809523809526,0.0,3,1.0,6.123233995736766e-17
1844-04,9.8,3.91,34.607142857142854,0.0,4,0.8660254037844387,-0.49999999999999983
1844-05,10.8,-2.77,19.24,0.0,5,0.49999999999999994,-0.8660254037844387
1844-06,14.7,-0.12,6.172413793103448,0.0,6,1.2246467991473532e-16,-1.0
1844-07,15.4,0.36,35.206896551724135,0.0,7,-0.4999999999999998,-0.8660254037844388
1844-08,13.5,-1.0,39.67857142857143,0.0,8,-0.8660254037844384,-0.5000000000000004
1844-09,13.3,-1.53,11.592592592592593,0.0,9,-1.0,-1.8369701987210297e-16
1844-10,9.2,-0.99,35.88,0.0,10,-0.8660254037844386,0.5000000000000001
1844-11,5.9,-0.02,17.875,0.0,11,-0.5000000000000004,0.8660254037844384
1844-12,0.4,-1.9,36.0,0.0,12,-2.4492935982947064e-16,1.0
1845-01,3.2,1.17,42.76470588235294,0.0,1,0.49999999999999994,0.8660254037844387
1845-02,0.9,0.06,72.82352941176471,0.0,2,0.8660254037844386,0.5000000000000001
1845-03,2.0,-0.54,72.0909090909091,0.0,3,1.0,6.123233995736766e-17
1845-04,8.6,0.56,95.04,0.0,4,0.8660254037844387,-0.49999999999999983
1845-05,9.5,-0.97,79.66666666666667,0.0,5,0.49999999999999994,-0.8660254037844387
1845-06,14.9,2.07,51.84,0.0,6,1.2246467991473532e-16,-1.0
1845-07,14.3,-0.16,51.041666666666664,0.0,7,-0.4999999999999998,-0.8660254037844388
1845-08,13.5,-0.29,53.888888888888886,0.0,8,-0.8660254037844384,-0.5000000000000004
1845-09,11.4,-0.23,49.34615384615385,0.0,9,-1.0,-1.8369701987210297e-16
1845-10,9.5,1.14,67.78947368421052,0.0,10,-0.8660254037844386,0.5000000000000001
1845-11,6.7,0.49,65.69565217391305,0.0,11,-0.5000000000000004,0.8660254037844384
1845-12,4.6,0.83,99.46153846153847,0.0,12,-2.4492935982947064e-16,1.0
1846-01,6.3,2.26,64.57894736842105,0.0,1,0.49999999999999994,0.8660254037844387
1846-02,6.4,0.63,84.85714285714286,0.0,2,0.8660254037844386,0.5000000000000001
1846-03,6.1,1.75,106.5,0.0,3,1.0,6.123233995736766e-17
1846-04,7.8,-1.42,115.47368421052632,0.0,4,0.8660254037844387,-0.49999999999999983
1846-05,12.3,0.19,99.9047619047619,0.0,5,0.49999999999999994,-0.8660254037844387
1846-06,18.2,1.45,108.42857142857143,0.0,6,1.2246467991473532e-16,-1.0
1846-07,16.5,2.84,77.46153846153847,0.0,7,-0.4999999999999998,-0.8660254037844388
1846-08,16.6,-0.3,91.3076923076923,0.0,8,-0.8660254037844384,-0.5000000000000004
1846-09,14.7,-1.18,178.56521739130434,0.0,9,-1.0,-1.8369701987210297e-16
1846-10,9.5,0.01,93.4375,0.0,10,-0.8660254037844386,0.5000000000000001
1846-11,6.9,-0.59,100.625,0.0,11,-0.5000000000000004,0.8660254037844384
1846-12,0.5,-2.55,109.1,0.0,12,-2.4492935982947064e-16,1.0
